datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour,month,weekday,day,year,part_of_day
2011-03-04 17:00:00,1,0,1,2,14.76,16.665,50,16.9979,22.0,206.0,228,17,3,4,4,2011,afternoon
2011-03-04 18:00:00,1,0,1,2,13.94,15.15,53,19.9995,15.0,172.0,187,18,3,4,4,2011,evening
2011-03-04 19:00:00,1,0,1,1,13.12,15.15,61,16.9979,5.0,102.0,107,19,3,4,4,2011,evening
2011-03-04 20:00:00,1,0,1,2,12.3,14.395,70,12.998,9.0,78.0,87,20,3,4,4,2011,evening
2011-03-04 21:00:00,1,0,1,2,12.3,14.395,70,15.0013,6.0,64.0,70,21,3,4,4,2011,night
2011-03-04 22:00:00,1,0,1,1,12.3,14.395,70,12.998,4.0,40.0,44,22,3,4,4,2011,night
2011-03-04 23:00:00,1,0,1,2,12.3,15.15,75,11.0014,6.0,40.0,46,23,3,4,4,2011,night
2011-03-05 00:00:00,1,0,0,2,11.48,14.395,81,7.0015,4.0,15.0,19,0,3,5,5,2011,morning
2011-03-05 01:00:00,1,0,0,2,12.3,15.91,81,7.0015,5.0,20.0,25,1,3,5,5,2011,morning
2011-03-05 02:00:00,1,0,0,2,12.3,14.395,87,12.998,5.0,15.0,20,2,3,5,5,2011,morning
2011-03-05 03:00:00,1,0,0,2,12.3,14.395,87,12.998,0.0,2.0,2,3,3,5,5,2011,morning
2011-03-05 04:00:00,1,0,0,2,12.3,15.15,93,11.0014,0.0,1.0,1,4,3,5,5,2011,morning
2011-03-05 05:00:00,1,0,0,2,12.3,15.15,100,8.9981,0.0,3.0,3,5,3,5,5,2011,morning
2011-03-05 06:00:00,1,0,0,2,12.3,14.395,100,15.0013,1.0,3.0,4,6,3,5,5,2011,morning
2011-03-05 07:00:00,1,0,0,2,12.3,13.635,100,19.9995,5.0,10.0,15,7,3,5,5,2011,morning
2011-03-05 08:00:00,1,0,0,2,12.3,13.635,100,19.9995,11.0,34.0,45,8,3,5,5,2011,morning
2011-03-05 09:00:00,1,0,0,2,13.12,15.15,93,15.0013,15.0,48.0,63,9,3,5,5,2011,morning
2011-03-05 10:00:00,1,0,0,2,13.94,16.665,93,12.998,34.0,69.0,103,10,3,5,5,2011,morning
2011-03-05 11:00:00,1,0,0,2,16.4,20.455,76,15.0013,43.0,116.0,159,11,3,5,5,2011,morning
2011-03-05 12:00:00,1,0,0,2,18.04,21.97,67,16.9979,46.0,121.0,167,12,3,5,5,2011,morning
2011-03-05 13:00:00,1,0,0,2,18.86,22.725,67,19.0012,60.0,130.0,190,13,3,5,5,2011,afternoon
2011-03-05 14:00:00,1,0,0,2,19.68,23.485,59,19.0012,80.0,118.0,198,14,3,5,5,2011,afternoon
2011-03-05 15:00:00,1,0,0,2,18.86,22.725,63,19.9995,83.0,122.0,205,15,3,5,5,2011,afternoon
2011-03-05 16:00:00,1,0,0,2,19.68,23.485,59,19.9995,74.0,130.0,204,16,3,5,5,2011,afternoon
2011-03-05 17:00:00,1,0,0,2,19.68,23.485,59,23.9994,60.0,104.0,164,17,3,5,5,2011,afternoon
2011-03-05 18:00:00,1,0,0,2,19.68,23.485,59,22.0028,37.0,115.0,152,18,3,5,5,2011,evening
2011-03-05 19:00:00,1,0,0,2,18.86,22.725,67,22.0028,27.0,62.0,89,19,3,5,5,2011,evening
2011-03-05 20:00:00,1,0,0,2,18.04,21.97,77,22.0028,12.0,58.0,70,20,3,5,5,2011,evening
2011-03-05 21:00:00,1,0,0,2,18.04,21.97,72,22.0028,12.0,60.0,72,21,3,5,5,2011,night
2011-03-05 22:00:00,1,0,0,2,17.22,21.21,77,19.9995,16.0,47.0,63,22,3,5,5,2011,night
2011-03-05 23:00:00,1,0,0,2,18.04,21.97,77,19.9995,10.0,34.0,44,23,3,5,5,2011,night
2011-03-06 00:00:00,1,0,0,2,17.22,21.21,77,23.9994,11.0,41.0,52,0,3,6,6,2011,morning
2011-03-06 01:00:00,1,0,0,2,17.22,21.21,77,19.0012,12.0,27.0,39,1,3,6,6,2011,morning
2011-03-06 02:00:00,1,0,0,2,16.4,20.455,82,19.0012,5.0,27.0,32,2,3,6,6,2011,morning
2011-03-06 03:00:00,1,0,0,2,17.22,21.21,82,19.9995,2.0,9.0,11,3,3,6,6,2011,morning
2011-03-06 04:00:00,1,0,0,2,17.22,21.21,88,23.9994,0.0,3.0,3,4,3,6,6,2011,morning
2011-03-06 06:00:00,1,0,0,2,17.22,21.21,94,23.9994,1.0,1.0,2,6,3,6,6,2011,morning
2011-03-06 07:00:00,1,0,0,3,17.22,21.21,100,30.0026,0.0,5.0,5,7,3,6,6,2011,morning
2011-03-06 08:00:00,1,0,0,2,16.4,20.455,100,19.9995,1.0,8.0,9,8,3,6,6,2011,morning
2011-03-06 09:00:00,1,0,0,2,17.22,21.21,100,19.0012,4.0,18.0,22,9,3,6,6,2011,morning
2011-03-06 10:00:00,1,0,0,2,17.22,21.21,100,19.9995,4.0,27.0,31,10,3,6,6,2011,morning
2011-03-06 11:00:00,1,0,0,2,17.22,21.21,100,15.0013,18.0,44.0,62,11,3,6,6,2011,morning
2011-03-06 12:00:00,1,0,0,2,18.86,22.725,94,22.0028,10.0,69.0,79,12,3,6,6,2011,morning
2011-03-06 13:00:00,1,0,0,2,18.86,22.725,94,23.9994,22.0,83.0,105,13,3,6,6,2011,afternoon
2011-03-06 14:00:00,1,0,0,3,18.04,21.97,100,15.0013,12.0,27.0,39,14,3,6,6,2011,afternoon
2011-03-06 15:00:00,1,0,0,3,18.04,21.97,100,15.0013,3.0,4.0,7,15,3,6,6,2011,afternoon
2011-03-06 16:00:00,1,0,0,3,14.76,16.665,100,19.0012,3.0,8.0,11,16,3,6,6,2011,afternoon
2011-03-06 17:00:00,1,0,0,3,13.94,15.15,100,19.9995,2.0,23.0,25,17,3,6,6,2011,afternoon
2011-03-06 18:00:00,1,0,0,3,13.12,14.395,100,23.9994,0.0,23.0,23,18,3,6,6,2011,evening
2011-03-06 19:00:00,1,0,0,3,12.3,12.88,100,32.9975,0.0,11.0,11,19,3,6,6,2011,evening
2011-03-06 20:00:00,1,0,0,3,11.48,12.12,100,27.9993,3.0,8.0,11,20,3,6,6,2011,evening
2011-03-06 21:00:00,1,0,0,3,9.84,9.09,93,40.9973,1.0,6.0,7,21,3,6,6,2011,night
2011-03-06 22:00:00,1,0,0,2,9.02,9.85,100,26.0027,0.0,10.0,10,22,3,6,6,2011,night
2011-03-06 23:00:00,1,0,0,2,9.02,9.85,100,27.9993,0.0,9.0,9,23,3,6,6,2011,night
2011-03-07 00:00:00,1,0,1,3,8.2,9.09,100,22.0028,0.0,4.0,4,0,3,0,7,2011,morning
2011-03-07 01:00:00,1,0,1,3,8.2,9.09,100,22.0028,0.0,2.0,2,1,3,0,7,2011,morning
2011-03-07 03:00:00,1,0,1,1,8.2,7.575,80,39.0007,0.0,1.0,1,3,3,0,7,2011,morning
2011-03-07 04:00:00,1,0,1,1,8.2,7.575,80,35.0008,1.0,0.0,1,4,3,0,7,2011,morning
2011-03-07 05:00:00,1,0,1,1,8.2,9.09,75,23.9994,0.0,1.0,1,5,3,0,7,2011,morning
2011-03-07 06:00:00,1,0,1,1,8.2,9.09,75,26.0027,3.0,31.0,34,6,3,0,7,2011,morning
2011-03-07 07:00:00,1,0,1,1,8.2,8.335,75,27.9993,3.0,88.0,91,7,3,0,7,2011,morning
2011-03-07 08:00:00,1,0,1,1,8.2,9.09,75,26.0027,11.0,200.0,211,8,3,0,7,2011,morning
2011-03-07 09:00:00,1,0,1,1,9.02,9.09,64,31.0009,5.0,129.0,134,9,3,0,7,2011,morning
2011-03-07 10:00:00,1,0,1,1,9.84,10.605,60,19.9995,15.0,43.0,58,10,3,0,7,2011,morning
2011-03-07 11:00:00,1,0,1,1,10.66,10.605,48,30.0026,19.0,41.0,60,11,3,0,7,2011,morning
2011-03-07 12:00:00,1,0,1,1,12.3,13.635,42,27.9993,28.0,68.0,96,12,3,0,7,2011,morning
2011-03-07 13:00:00,1,0,1,1,13.12,14.395,36,26.0027,16.0,54.0,70,13,3,0,7,2011,afternoon
2011-03-07 14:00:00,1,0,1,1,13.12,14.395,36,27.9993,21.0,56.0,77,14,3,0,7,2011,afternoon
2011-03-07 15:00:00,1,0,1,1,13.94,15.15,31,26.0027,32.0,64.0,96,15,3,0,7,2011,afternoon
2011-03-07 16:00:00,1,0,1,1,13.94,15.15,31,23.9994,26.0,96.0,122,16,3,0,7,2011,afternoon
2011-03-07 17:00:00,1,0,1,1,13.94,15.15,29,23.9994,27.0,206.0,233,17,3,0,7,2011,afternoon
2011-03-07 18:00:00,1,0,1,1,13.12,15.15,31,15.0013,19.0,214.0,233,18,3,0,7,2011,evening
2011-03-07 19:00:00,1,0,1,1,12.3,14.395,33,15.0013,11.0,134.0,145,19,3,0,7,2011,evening
2011-03-07 20:00:00,1,0,1,1,12.3,15.15,33,11.0014,5.0,87.0,92,20,3,0,7,2011,evening
2011-03-07 21:00:00,1,0,1,1,11.48,13.635,38,15.0013,1.0,53.0,54,21,3,0,7,2011,night
2011-03-07 22:00:00,1,0,1,1,10.66,12.88,48,11.0014,1.0,34.0,35,22,3,0,7,2011,night
2011-03-07 23:00:00,1,0,1,1,11.48,15.91,48,0.0,0.0,22.0,22,23,3,0,7,2011,night
2011-03-08 00:00:00,1,0,1,1,10.66,14.395,48,6.0032,1.0,9.0,10,0,3,1,8,2011,morning
2011-03-08 01:00:00,1,0,1,1,9.84,12.12,52,8.9981,0.0,4.0,4,1,3,1,8,2011,morning
2011-03-08 02:00:00,1,0,1,1,9.84,12.12,52,8.9981,1.0,0.0,1,2,3,1,8,2011,morning
2011-03-08 03:00:00,1,0,1,1,9.84,12.88,52,6.0032,5.0,2.0,7,3,3,1,8,2011,morning
2011-03-08 04:00:00,1,0,1,1,9.02,13.635,64,0.0,0.0,2.0,2,4,3,1,8,2011,morning
2011-03-08 05:00:00,1,0,1,1,8.2,11.365,69,7.0015,2.0,8.0,10,5,3,1,8,2011,morning
2011-03-08 06:00:00,1,0,1,1,8.2,12.88,59,0.0,3.0,42.0,45,6,3,1,8,2011,morning
2011-03-08 07:00:00,1,0,1,1,7.38,9.85,64,8.9981,9.0,119.0,128,7,3,1,8,2011,morning
2011-03-08 08:00:00,1,0,1,1,9.02,11.365,55,12.998,10.0,247.0,257,8,3,1,8,2011,morning
2011-03-08 09:00:00,1,0,1,1,10.66,12.88,41,11.0014,11.0,140.0,151,9,3,1,8,2011,morning
2011-03-08 10:00:00,1,0,1,2,12.3,14.395,33,12.998,25.0,46.0,71,10,3,1,8,2011,morning
2011-03-08 11:00:00,1,0,1,2,14.76,17.425,25,11.0014,26.0,52.0,78,11,3,1,8,2011,morning
2011-03-08 12:00:00,1,0,1,2,14.76,18.94,23,0.0,29.0,70.0,99,12,3,1,8,2011,morning
2011-03-08 13:00:00,1,0,1,2,15.58,19.695,25,7.0015,25.0,73.0,98,13,3,1,8,2011,afternoon
2011-03-08 14:00:00,1,0,1,2,15.58,19.695,20,0.0,16.0,56.0,72,14,3,1,8,2011,afternoon
2011-03-08 15:00:00,1,0,1,2,14.76,18.94,18,0.0,35.0,77.0,112,15,3,1,8,2011,afternoon
2011-03-08 16:00:00,1,0,1,1,15.58,19.695,27,11.0014,26.0,82.0,108,16,3,1,8,2011,afternoon
2011-03-08 17:00:00,1,0,1,1,14.76,17.425,27,15.0013,39.0,209.0,248,17,3,1,8,2011,afternoon
2011-03-08 18:00:00,1,0,1,1,13.94,16.665,27,12.998,21.0,214.0,235,18,3,1,8,2011,evening
2011-03-08 19:00:00,1,0,1,1,13.94,17.425,31,7.0015,9.0,141.0,150,19,3,1,8,2011,evening
2011-03-08 20:00:00,1,0,1,1,13.12,16.665,39,6.0032,2.0,74.0,76,20,3,1,8,2011,evening
2011-03-08 21:00:00,1,0,1,1,12.3,14.395,49,12.998,7.0,68.0,75,21,3,1,8,2011,night
2011-03-08 22:00:00,1,0,1,1,12.3,14.395,49,15.0013,11.0,44.0,55,22,3,1,8,2011,night
2011-03-08 23:00:00,1,0,1,1,11.48,13.635,61,12.998,3.0,38.0,41,23,3,1,8,2011,night
2011-03-09 00:00:00,1,0,1,1,10.66,14.395,65,6.0032,0.0,9.0,9,0,3,2,9,2011,morning
2011-03-09 01:00:00,1,0,1,1,10.66,13.635,52,8.9981,0.0,4.0,4,1,3,2,9,2011,morning
2011-03-09 02:00:00,1,0,1,1,10.66,13.635,52,8.9981,1.0,1.0,2,2,3,2,9,2011,morning
2011-03-09 03:00:00,1,0,1,1,9.84,12.88,70,6.0032,1.0,2.0,3,3,3,2,9,2011,morning
2011-03-09 04:00:00,1,0,1,1,9.84,12.88,75,7.0015,0.0,2.0,2,4,3,2,9,2011,morning
2011-03-09 05:00:00,1,0,1,2,9.84,12.12,81,8.9981,1.0,7.0,8,5,3,2,9,2011,morning
2011-03-09 06:00:00,1,0,1,2,9.84,12.88,85,7.0015,5.0,44.0,49,6,3,2,9,2011,morning
2011-03-09 07:00:00,1,0,1,2,9.84,12.12,87,11.0014,18.0,123.0,141,7,3,2,9,2011,morning
2011-03-09 08:00:00,1,0,1,2,9.84,12.12,87,8.9981,11.0,238.0,249,8,3,2,9,2011,morning
2011-03-09 09:00:00,1,0,1,2,10.66,12.12,87,16.9979,5.0,136.0,141,9,3,2,9,2011,morning
2011-03-09 10:00:00,1,0,1,2,12.3,14.395,75,16.9979,8.0,49.0,57,10,3,2,9,2011,morning
2011-03-09 11:00:00,1,0,1,2,13.12,14.395,76,26.0027,15.0,44.0,59,11,3,2,9,2011,morning
2011-03-09 12:00:00,1,0,1,2,13.12,15.15,76,16.9979,14.0,84.0,98,12,3,2,9,2011,morning
2011-03-09 13:00:00,1,0,1,2,13.12,14.395,76,23.9994,17.0,82.0,99,13,3,2,9,2011,afternoon
2011-03-09 14:00:00,1,0,1,2,13.94,15.15,76,19.9995,10.0,61.0,71,14,3,2,9,2011,afternoon
2011-03-09 15:00:00,1,0,1,2,14.76,16.665,71,19.9995,15.0,64.0,79,15,3,2,9,2011,afternoon
2011-03-09 16:00:00,1,0,1,2,13.94,15.15,76,22.0028,10.0,102.0,112,16,3,2,9,2011,afternoon
2011-03-09 17:00:00,1,0,1,2,13.94,15.15,76,19.9995,18.0,176.0,194,17,3,2,9,2011,afternoon
2011-03-09 18:00:00,1,0,1,2,13.94,15.91,76,16.9979,12.0,176.0,188,18,3,2,9,2011,evening
2011-03-09 19:00:00,1,0,1,2,13.94,15.15,76,22.0028,11.0,123.0,134,19,3,2,9,2011,evening
2011-03-09 20:00:00,1,0,1,2,13.12,15.91,87,12.998,4.0,87.0,91,20,3,2,9,2011,evening
2011-03-09 21:00:00,1,0,1,2,13.12,15.15,93,22.0028,10.0,52.0,62,21,3,2,9,2011,night
2011-03-09 22:00:00,1,0,1,3,13.12,15.91,93,11.0014,4.0,17.0,21,22,3,2,9,2011,night
2011-03-09 23:00:00,1,0,1,3,13.94,16.665,93,12.998,1.0,17.0,18,23,3,2,9,2011,night
2011-03-10 00:00:00,1,0,1,3,13.94,15.91,0,16.9979,3.0,0.0,3,0,3,3,10,2011,morning
2011-03-10 01:00:00,1,0,1,3,13.94,15.91,0,16.9979,0.0,2.0,2,1,3,3,10,2011,morning
2011-03-10 02:00:00,1,0,1,3,13.94,15.91,0,16.9979,0.0,1.0,1,2,3,3,10,2011,morning
2011-03-10 05:00:00,1,0,1,3,14.76,17.425,0,12.998,1.0,2.0,3,5,3,3,10,2011,morning
2011-03-10 06:00:00,1,0,1,3,14.76,16.665,0,22.0028,0.0,12.0,12,6,3,3,10,2011,morning
2011-03-10 07:00:00,1,0,1,3,15.58,19.695,0,15.0013,1.0,36.0,37,7,3,3,10,2011,morning
2011-03-10 08:00:00,1,0,1,3,15.58,19.695,0,19.0012,1.0,43.0,44,8,3,3,10,2011,morning
2011-03-10 09:00:00,1,0,1,3,16.4,20.455,0,15.0013,1.0,23.0,24,9,3,3,10,2011,morning
2011-03-10 10:00:00,1,0,1,3,16.4,20.455,0,11.0014,0.0,17.0,17,10,3,3,10,2011,morning
2011-03-10 11:00:00,1,0,1,3,16.4,20.455,0,16.9979,6.0,5.0,11,11,3,3,10,2011,morning
2011-03-10 12:00:00,1,0,1,3,17.22,21.21,0,15.0013,4.0,30.0,34,12,3,3,10,2011,morning
2011-03-10 13:00:00,1,0,1,3,17.22,21.21,0,15.0013,1.0,11.0,12,13,3,3,10,2011,afternoon
2011-03-10 14:00:00,1,0,1,3,18.04,21.97,0,19.9995,0.0,12.0,12,14,3,3,10,2011,afternoon
2011-03-10 15:00:00,1,0,1,3,18.04,21.97,0,15.0013,3.0,11.0,14,15,3,3,10,2011,afternoon
2011-03-10 16:00:00,1,0,1,3,17.22,21.21,0,16.9979,1.0,20.0,21,16,3,3,10,2011,afternoon
2011-03-10 17:00:00,1,0,1,2,18.04,21.97,0,26.0027,2.0,109.0,111,17,3,3,10,2011,afternoon
2011-03-10 18:00:00,1,0,1,3,18.04,21.97,0,23.9994,2.0,80.0,82,18,3,3,10,2011,evening
2011-03-10 19:00:00,1,0,1,3,18.04,21.97,0,39.0007,5.0,51.0,56,19,3,3,10,2011,evening
2011-03-10 20:00:00,1,0,1,3,14.76,16.665,0,22.0028,9.0,29.0,38,20,3,3,10,2011,evening
2011-03-10 21:00:00,1,0,1,3,14.76,17.425,0,15.0013,1.0,27.0,28,21,3,3,10,2011,night
2011-03-10 22:00:00,1,0,1,2,13.94,16.665,0,8.9981,4.0,30.0,34,22,3,3,10,2011,night
2011-03-10 23:00:00,1,0,1,3,13.94,17.425,0,6.0032,1.0,26.0,27,23,3,3,10,2011,night
2011-03-11 00:00:00,1,0,1,2,13.94,17.425,100,6.0032,0.0,6.0,6,0,3,4,11,2011,morning
2011-03-11 01:00:00,1,0,1,3,13.94,17.425,100,7.0015,0.0,8.0,8,1,3,4,11,2011,morning
2011-03-11 02:00:00,1,0,1,3,13.94,17.425,100,7.0015,2.0,3.0,5,2,3,4,11,2011,morning
2011-03-11 03:00:00,1,0,1,2,13.12,16.665,93,6.0032,0.0,2.0,2,3,3,4,11,2011,morning
2011-03-11 05:00:00,1,0,1,1,12.3,14.395,81,15.0013,1.0,6.0,7,5,3,4,11,2011,morning
2011-03-11 06:00:00,1,0,1,1,10.66,12.12,81,19.0012,1.0,31.0,32,6,3,4,11,2011,morning
2011-03-11 07:00:00,1,0,1,1,10.66,12.88,70,12.998,10.0,104.0,114,7,3,4,11,2011,morning
2011-03-11 08:00:00,1,0,1,1,11.48,13.635,70,16.9979,15.0,244.0,259,8,3,4,11,2011,morning
2011-03-11 09:00:00,1,0,1,2,12.3,14.395,61,19.0012,13.0,143.0,156,9,3,4,11,2011,morning
2011-03-11 10:00:00,1,0,1,2,13.12,15.15,57,19.9995,18.0,60.0,78,10,3,4,11,2011,morning
2011-03-11 11:00:00,1,0,1,2,13.12,15.15,57,19.9995,14.0,67.0,81,11,3,4,11,2011,morning
2011-03-11 12:00:00,1,0,1,2,13.94,15.91,53,16.9979,15.0,96.0,111,12,3,4,11,2011,morning
2011-03-11 13:00:00,1,0,1,1,14.76,16.665,53,16.9979,15.0,92.0,107,13,3,4,11,2011,afternoon
2011-03-11 14:00:00,1,0,1,2,14.76,16.665,50,23.9994,25.0,64.0,89,14,3,4,11,2011,afternoon
2011-03-11 15:00:00,1,0,1,2,13.94,15.91,53,16.9979,21.0,64.0,85,15,3,4,11,2011,afternoon
2011-03-11 16:00:00,1,0,1,2,13.94,15.15,49,19.9995,18.0,95.0,113,16,3,4,11,2011,afternoon
2011-03-11 17:00:00,1,0,1,1,13.94,15.91,49,15.0013,23.0,200.0,223,17,3,4,11,2011,afternoon
2011-03-11 18:00:00,1,0,1,1,13.12,15.15,49,22.0028,19.0,134.0,153,18,3,4,11,2011,evening
2011-03-11 19:00:00,1,0,1,1,12.3,13.635,56,22.0028,7.0,111.0,118,19,3,4,11,2011,evening
2011-03-11 20:00:00,1,0,1,1,12.3,15.15,56,11.0014,6.0,70.0,76,20,3,4,11,2011,evening
2011-03-11 21:00:00,1,0,1,2,12.3,14.395,52,16.9979,10.0,43.0,53,21,3,4,11,2011,night
2011-03-11 22:00:00,1,0,1,1,12.3,15.15,52,11.0014,11.0,53.0,64,22,3,4,11,2011,night
2011-03-11 23:00:00,1,0,1,1,12.3,14.395,52,16.9979,3.0,34.0,37,23,3,4,11,2011,night
2011-03-12 00:00:00,1,0,0,1,10.66,13.635,60,8.9981,4.0,30.0,34,0,3,5,12,2011,morning
2011-03-12 01:00:00,1,0,0,1,9.84,11.365,65,12.998,3.0,15.0,18,1,3,5,12,2011,morning
2011-03-12 02:00:00,1,0,0,1,9.84,11.365,65,12.998,0.0,14.0,14,2,3,5,12,2011,morning
2011-03-12 03:00:00,1,0,0,1,9.84,11.365,65,16.9979,1.0,6.0,7,3,3,5,12,2011,morning
2011-03-12 04:00:00,1,0,0,1,9.84,11.365,65,16.9979,0.0,1.0,1,4,3,5,12,2011,morning
2011-03-12 05:00:00,1,0,0,1,9.02,11.365,69,12.998,0.0,2.0,2,5,3,5,12,2011,morning
2011-03-12 06:00:00,1,0,0,1,9.02,10.605,75,16.9979,2.0,2.0,4,6,3,5,12,2011,morning
2011-03-12 07:00:00,1,0,0,1,9.84,11.365,70,12.998,4.0,19.0,23,7,3,5,12,2011,morning
2011-03-12 08:00:00,1,0,0,1,10.66,12.88,65,11.0014,9.0,44.0,53,8,3,5,12,2011,morning
2011-03-12 09:00:00,1,0,0,1,11.48,14.395,65,7.0015,25.0,76.0,101,9,3,5,12,2011,morning
2011-03-12 10:00:00,1,0,0,1,13.12,15.15,66,15.0013,21.0,78.0,99,10,3,5,12,2011,morning
2011-03-12 11:00:00,1,0,0,1,13.94,15.15,49,22.0028,36.0,83.0,119,11,3,5,12,2011,morning
2011-03-12 12:00:00,1,0,0,1,13.94,15.91,53,19.0012,51.0,107.0,158,12,3,5,12,2011,morning
2011-03-12 13:00:00,1,0,0,1,14.76,16.665,51,23.9994,62.0,95.0,157,13,3,5,12,2011,afternoon
2011-03-12 14:00:00,1,0,0,1,16.4,20.455,50,30.0026,70.0,96.0,166,14,3,5,12,2011,afternoon
2011-03-12 15:00:00,1,0,0,1,17.22,21.21,44,32.9975,81.0,101.0,182,15,3,5,12,2011,afternoon
2011-03-12 16:00:00,1,0,0,1,18.86,22.725,41,30.0026,100.0,144.0,244,16,3,5,12,2011,afternoon
2011-03-12 17:00:00,1,0,0,1,18.86,22.725,44,22.0028,99.0,114.0,213,17,3,5,12,2011,afternoon
2011-03-12 18:00:00,1,0,0,1,17.22,21.21,54,11.0014,54.0,91.0,145,18,3,5,12,2011,evening
2011-03-12 19:00:00,1,0,0,1,17.22,21.21,54,6.0032,26.0,86.0,112,19,3,5,12,2011,evening
2011-03-12 20:00:00,1,0,0,1,16.4,20.455,58,7.0015,22.0,64.0,86,20,3,5,12,2011,evening
2011-03-12 21:00:00,1,0,0,1,15.58,19.695,62,0.0,36.0,46.0,82,21,3,5,12,2011,night
2011-03-12 22:00:00,1,0,0,1,14.76,18.94,71,0.0,7.0,56.0,63,22,3,5,12,2011,night
2011-03-12 23:00:00,1,0,0,1,15.58,19.695,66,6.0032,11.0,38.0,49,23,3,5,12,2011,night
2011-03-13 00:00:00,1,0,0,1,15.58,19.695,62,7.0015,3.0,35.0,38,0,3,6,13,2011,morning
2011-03-13 01:00:00,1,0,0,1,14.76,17.425,66,8.9981,10.0,23.0,33,1,3,6,13,2011,morning
2011-03-13 03:00:00,1,0,0,1,13.94,16.665,76,8.9981,6.0,17.0,23,3,3,6,13,2011,morning
2011-03-13 04:00:00,1,0,0,1,13.94,16.665,66,11.0014,4.0,9.0,13,4,3,6,13,2011,morning
2011-03-13 05:00:00,1,0,0,1,14.76,17.425,62,8.9981,0.0,3.0,3,5,3,6,13,2011,morning
2011-03-13 06:00:00,1,0,0,1,13.94,18.18,66,0.0,0.0,2.0,2,6,3,6,13,2011,morning
2011-03-13 07:00:00,1,0,0,1,14.76,17.425,62,12.998,2.0,8.0,10,7,3,6,13,2011,morning
2011-03-13 08:00:00,1,0,0,1,16.4,20.455,50,19.9995,11.0,23.0,34,8,3,6,13,2011,morning
2011-03-13 09:00:00,1,0,0,1,16.4,20.455,50,27.9993,8.0,36.0,44,9,3,6,13,2011,morning
2011-03-13 10:00:00,1,0,0,1,17.22,21.21,47,16.9979,36.0,86.0,122,10,3,6,13,2011,morning
2011-03-13 11:00:00,1,0,0,1,18.04,21.97,41,27.9993,88.0,93.0,181,11,3,6,13,2011,morning
2011-03-13 12:00:00,1,0,0,1,18.86,22.725,38,26.0027,74.0,120.0,194,12,3,6,13,2011,morning
2011-03-13 13:00:00,1,0,0,1,18.86,22.725,38,26.0027,97.0,124.0,221,13,3,6,13,2011,afternoon
2011-03-13 14:00:00,1,0,0,1,18.86,22.725,41,19.9995,144.0,106.0,250,14,3,6,13,2011,afternoon
2011-03-13 15:00:00,1,0,0,1,19.68,23.485,39,22.0028,149.0,155.0,304,15,3,6,13,2011,afternoon
2011-03-13 16:00:00,1,0,0,1,18.86,22.725,41,26.0027,124.0,132.0,256,16,3,6,13,2011,afternoon
2011-03-13 17:00:00,1,0,0,1,18.04,21.97,41,23.9994,98.0,143.0,241,17,3,6,13,2011,afternoon
2011-03-13 18:00:00,1,0,0,1,16.4,20.455,43,23.9994,55.0,92.0,147,18,3,6,13,2011,evening
2011-03-13 19:00:00,1,0,0,1,14.76,16.665,50,23.9994,28.0,73.0,101,19,3,6,13,2011,evening
2011-03-13 20:00:00,1,0,0,1,13.12,15.15,57,19.9995,23.0,54.0,77,20,3,6,13,2011,evening
2011-03-13 21:00:00,1,0,0,1,12.3,14.395,56,16.9979,9.0,49.0,58,21,3,6,13,2011,night
2011-03-13 22:00:00,1,0,0,1,12.3,13.635,56,22.0028,8.0,29.0,37,22,3,6,13,2011,night
2011-03-13 23:00:00,1,0,0,1,10.66,12.88,65,15.0013,5.0,23.0,28,23,3,6,13,2011,night
2011-03-14 00:00:00,1,0,1,1,10.66,13.635,65,7.0015,4.0,7.0,11,0,3,0,14,2011,morning
2011-03-14 01:00:00,1,0,1,1,10.66,14.395,65,6.0032,0.0,1.0,1,1,3,0,14,2011,morning
2011-03-14 02:00:00,1,0,1,1,10.66,14.395,65,6.0032,0.0,1.0,1,2,3,0,14,2011,morning
2011-03-14 03:00:00,1,0,1,1,10.66,13.635,65,8.9981,0.0,3.0,3,3,3,0,14,2011,morning
2011-03-14 05:00:00,1,0,1,1,9.84,12.12,70,8.9981,0.0,8.0,8,5,3,0,14,2011,morning
2011-03-14 06:00:00,1,0,1,1,10.66,13.635,65,8.9981,1.0,27.0,28,6,3,0,14,2011,morning
2011-03-14 07:00:00,1,0,1,2,11.48,15.91,61,0.0,4.0,84.0,88,7,3,0,14,2011,morning
2011-03-14 08:00:00,1,0,1,2,12.3,15.15,56,8.9981,24.0,217.0,241,8,3,0,14,2011,morning
2011-03-14 09:00:00,1,0,1,1,13.12,15.15,53,22.0028,13.0,127.0,140,9,3,0,14,2011,morning
2011-03-14 10:00:00,1,0,1,1,13.94,15.91,42,16.9979,27.0,57.0,84,10,3,0,14,2011,morning
2011-03-14 11:00:00,1,0,1,1,14.76,16.665,40,16.9979,26.0,45.0,71,11,3,0,14,2011,morning
2011-03-14 12:00:00,1,0,1,1,15.58,19.695,37,0.0,40.0,54.0,94,12,3,0,14,2011,morning
2011-03-14 13:00:00,1,0,1,1,15.58,19.695,36,22.0028,24.0,51.0,75,13,3,0,14,2011,afternoon
2011-03-14 14:00:00,1,0,1,2,15.58,19.695,34,0.0,27.0,52.0,79,14,3,0,14,2011,afternoon
