name,zip,orders,month,delivery_service
Mamma Mia,6020,2,1,competition
Restaurant Fudoi,1050,46,1,competition
Pizzeria Alfonso,2304,9,1,competition
Rhodos,1140,566,1,competition
La Cantina,5400,285,1,competition
Baomi Vietnam Bistro,1090,46,1,competition
Zhany,1040,48,1,competition
Pizza Profi,8051,897,1,competition
Marmaris Pizza & Kebap,5280,7,1,competition
Pizzaexpress Etna,6700,1892,1,competition
Bahnhof Kebap Pizzaria Haus,8580,6,1,competition
Restaurant Das Piano,1120,8,1,competition
Favorit Imbiss,5201,122,1,competition
Urfa Pizzeria,1100,689,1,competition
Fire Noodles,1020,9,1,competition
Pizzeria Express Bruck,2460,488,1,competition
Burger Station Ottakring,1160,204,1,competition
Pizzeri David Weiz,8160,407,1,competition
Centimeter VI in Gersthof,1180,694,1,competition
Stella Rossa,6900,408,1,competition
Cafe Abol,8010,42,1,competition
Pizza Service Sorriso,1190,324,1,competition
Hagi's Café Pizzaria,6068,891,1,competition
Akakiko,1210,165,1,competition
Bellagio Uni Viertel,8010,782,1,competition
ÖZ Holzofenpizzeria,2434,776,1,competition
Wohnzimmer,1030,6,1,competition
Pizza Stella,8052,408,1,competition
Matador Pizza Döner,6700,448,1,competition
New York - American Bar & Grill,9020,4,1,competition
Pizza Mega,2340,690,1,competition
Hanedan,4030,0,1,competition
Restaurant Cevabdzinica Hodzic,8020,49,1,competition
Has Konya Holzofen,1200,5,1,competition
Pronto,3425,491,1,competition
Sajado Express,1080,146,1,competition
Yaxiya China Restaurant,6842,332,1,competition
Pizzeria Ristorante Da Vinci Linz,4020,490,1,competition
EDO Sushi,1060,41,1,competition
Al Zaytouna Kitchen,1010,3,1,competition
Taki Reis - Imbiss,2700,10,1,competition
New Rajmahal Indian Restaurant,1170,603,1,competition
Don Corleone,1140,238,1,competition
Lamm,1100,1,1,competition
Pizzeria Napoleon,8700,1139,1,competition
Robin's Pasta,1060,8,1,competition
Pasta Bunt,6971,669,1,competition
Finn,1020,344,1,competition
McDonald's®,4020,406,1,competition
Dürüm'ce,4020,41,1,competition
Burger World,6020,208,1,competition
Osaka -Japan Restaurant,8020,288,1,competition
Everest Inn - Innsbruck,6020,131,1,competition
Ciao & Jassu,4020,304,1,competition
Hello Pizza,4050,285,1,competition
Route66 Innsbruck,6020,693,1,competition
Glorious Bastards,6020,9,1,competition
Haru Sushi Bar 8010,8010,9,1,competition
Beim Hofmeister,1010,7,1,competition
Pizzeria Colorado,4073,295,1,competition
Pizza Mann,4050,323,1,competition
I Calabresi,1130,129,1,competition
Hathi-Indische Spezialitäten,8010,569,1,competition
Pita Pita,1090,9,1,competition
ChocoTeria,1100,48,1,competition
Blitz Kebap-Pizza & Grill,2514,2,1,competition
Mehl & Salz,4600,581,1,competition
Jamas Griechisches Restaurant,1100,401,1,competition
Pizza Express,4030,368,1,competition
Pizzeria Dalmatia,7210,45,1,competition
McDonald's®,1010,663,1,competition
Aras Kebap,6063,6,1,competition
Bangkok Vienna,1060,9,1,competition
Da Sergio,2700,267,1,competition
Restaurant Kristall,1200,380,1,competition
Pizzeria David,8435,696,1,competition
Elit Restaurant Pizza & Grill,2230,609,1,competition
Il Mondo Wien,1200,935,1,competition
Eferdinger Pizza & Burger Haus,4070,4,1,competition
Aamo Restaurant & Pizzeria,1100,926,1,competition
Pita & Grill,1100,174,1,competition
Zum Hopfbär,1220,802,1,competition
Than Thai Asia,8010,0,1,competition
Pizzeria Lavinia,1120,335,1,competition
Stiegl-Bräu,6020,6,1,competition
Pizza Gusto,1100,925,1,competition
Kekko Sushi Bar 3,1080,4,1,competition
Mount Everest Nepalische & Indische Küche,4600,290,1,competition
Dancing Noodles,1050,3,1,competition
Hoichi Ramen,1010,1,1,competition
OTA Taiwanesisches Restaurant,8010,207,1,competition
Pierogi,8010,164,1,competition
Pizzeria Scarabeo,2380,455,1,competition
Marrusch,6020,252,1,competition
Kebap & Pizzahaus,2320,409,1,competition
Burger King,1230,287,1,competition
Trattoria Antica,1090,250,1,competition
Pizza Mann Nightline,1020,1979,1,competition
Sen Imbiss,6134,638,1,competition
Pizzeria Grado,2333,7,1,competition
Weroz Pizza Kebab,6310,83,1,competition
Flojo's,6020,211,1,competition
Ristorante Spumante,1180,229,1,competition
Mr. Schnitzel und Burger,1100,413,1,competition
Pizza Randale 1050,1050,7,1,competition
il terrazzo ristorante & pizzeria,6112,1124,1,competition
5858 Noodle World,1080,44,1,competition
Odysseus im Grünen Baum,2384,350,1,competition
pizzeriaMalcok,1050,286,1,competition
Da Piero,8020,892,1,competition
Ristorante Pizzeria Monte Christo,1190,244,1,competition
La Grotta,6850,777,1,competition
Bödele Alpenhotel,6850,44,1,competition
Momoness,6020,90,1,competition
Restaurant Keiner Stuben,1030,6,1,competition
Sphinx- Arabisches Restaurant,8020,4,1,competition
Pizza Tyom (Wilhelmsburg),3150,1582,1,competition
my Indigo RATHAUS,6020,88,1,competition
Semt Pizza Kebap Burger,1120,2,1,competition
Bierstindl,6020,8,1,competition
The Everest,1040,6,1,competition
Tabor Kebap,1020,634,1,competition
Hayaci Sushi Bar,1090,9,1,competition
Pizza Oscar,2344,568,1,competition
Ok's Pizza Plaza,3500,811,1,competition
dean & david,1120,10,1,competition
Neni,1060,7,1,competition
Motelli Pizzeria,1120,89,1,competition
Mr. Kebap,2340,346,1,competition
Fenomen Kebap Pizza,1050,166,1,competition
Akakiko,1220,8,1,competition
Pizza Classic,5020,327,1,competition
Pizzeria David,8330,10,1,competition
Zu den 3 goldenen Kugeln,8041,124,1,competition
Vip Kebap Pizza Haus,1140,41,1,competition
Il Castello Pizzeria & Restaurant,2500,46,1,competition
LE-SUPERFOOD,8700,206,1,competition
Wasserpark Bistro,1210,46,1,competition
Zanoni & Zanoni,1010,6,1,competition
Posaune,8010,4,1,competition
Döner Kebap Zado City,9020,9,1,competition
McDonald's®,1020,889,1,competition
Gasthaus Hofstätter,8020,410,1,competition
Restaurant Galaxie,1150,1023,1,competition
Manti,1030,3,1,competition
Döner Mann,5020,404,1,competition
Gart Bistro,6841,604,1,competition
Charlyfresh,1010,146,1,competition
Pizzeria Trattoria Da Vinci,5162,2,1,competition
Asia World,1090,289,1,competition
Restaurant Hendl-Eck,8010,1204,1,competition
Linzer Geflügel & Fisch Imbiss,1140,288,1,competition
Pizzeria Minante,1070,374,1,competition
Pizzeria Maria - Das Original,8073,1063,1,competition
Himalaya Masala,8010,368,1,competition
LiLi Restaurant,1090,3,1,competition
Issey Sushi,1170,449,1,competition
Pizzeria Casa Frascati,1100,663,1,competition
Goldener Apfel,8010,168,1,competition
Café & Bistro Thomas,5020,5,1,competition
Kartonage Kitchen,1070,691,1,competition
tamu sana,4040,10,1,competition
Gusto Antico,5020,88,1,competition
Ristorante Surace LentiaCity,4040,4,1,competition
Take n' Taste,1230,4,1,competition
Shabu Shabu,1060,330,1,competition
Euro Imbiss,2435,48,1,competition
BURGER KING ®,1110,9,1,competition
Restaurant Monaliza,8454,7,1,competition
Albatros,3244,9,1,competition
Tokyo Running Buffet,3300,548,1,competition
Nachbarn,1210,818,1,competition
Restaurant Ecke,1120,406,1,competition
Jay's Haus,6330,1583,1,competition
Pho Ever,1220,3,1,competition
das Ferment,1020,8,1,competition
Uni Pizza,4040,7,1,competition
Eli's,8010,88,1,competition
Markos Fisch & Grill,4050,373,1,competition
Silver Spoon Pizzeria & Restaurant,5730,328,1,competition
Hitomi,1090,4,1,competition
Guru,1080,8,1,competition
Schabanack - Pizza und Kebap,8720,636,1,competition
Flamingo,4210,738,1,competition
Pizza & Kebab San Sebaste,3710,41,1,competition
Restaurant Odysseus auf Santorin,2000,6,1,competition
Pasta Pasta,2351,322,1,competition
Don Camillo,8075,551,1,competition
Restaurant Pizzeria il Giardino,1130,121,1,competition
Palas Restaurant,4053,150,1,competition
Venezzia,3390,289,1,competition
7Days Pizza,1030,206,1,competition
Happy Family,3100,1149,1,competition
Castello Kink-Snacks,6330,527,1,competition
Ristorante Pizzeria Magno,5020,43,1,competition
Wrap Factory,2700,1,1,competition
Ristorante Il Padrino,8501,351,1,competition
Pizzeria Di Carni,1100,121,1,competition
Aegaeis - Greek Grill,8020,9,1,competition
Asia Bistro,1030,1,1,competition
Pizza Milano Linz,4020,210,1,competition
Er Ay Kebab Pizza Hause,2630,245,1,competition
Qingo Asia Imbiss,6020,1093,1,competition
Pizzahaus,2540,805,1,competition
Marco Polo,4020,734,1,competition
Trattoria Domani Salzburg,5020,83,1,competition
Salettl,3002,6,1,competition
Fresh One Pot Kitchen,1010,43,1,competition
Tamara,1100,325,1,competition
Pauli Stube,5020,126,1,competition
Denis Cafe & Restaurant,1160,43,1,competition
Il Gusto Knittelfeld,8720,292,1,competition
Pizzeria Maria,6020,152,1,competition
Asia Garten,1180,244,1,competition
KIMI,1170,1300,1,competition
Loving Hut,1100,175,1,competition
Il Giardino,6700,493,1,competition
Wok & More,1010,6,1,competition
Pizza & Kebap Haus Hausmening,3363,288,1,competition
Il Dottore,6020,897,1,competition
Happy Asia Salzburg,5020,1788,1,competition
Arbaillo,1020,366,1,competition
Vapiano,1150,460,1,competition
Riccardo - Kaffee - Pizzeria,8160,8,1,competition
Die Bausatz Lokale,8010,2,1,competition
Mumbai Cuisine,8010,43,1,competition
Sen Kebap und Pizza Laden,2630,90,1,competition
Liebhaberei Linz,4020,729,1,competition
Berks,6840,248,1,competition
Pizzeria Milano,3321,2,1,competition
Gösser Stüberl,8010,527,1,competition
Happy Energy,6020,5,1,competition
Pizzeria zum Mafiosi,4020,85,1,competition
Amigo Pizzeria,1030,489,1,competition
Holzofenpizza Nino,1210,690,1,competition
Goldene Schwalbe - Chinarestaurant,8020,368,1,competition
Yildiz Villa,1130,5,1,competition
Deli Kebap Pizza Haus,2344,406,1,competition
Burger King,1220,364,1,competition
Wei's Wok Restaurant,2500,446,1,competition
Sultan,1160,3,1,competition
NORDSEE,1070,462,1,competition
Sisi Pizzaboy,1190,2726,1,competition
Pizzeria Diavolo,1100,168,1,competition
Pizzeria Toscana,5020,491,1,competition
Asia Restaurant Mr. Chen,2333,609,1,competition
Bio-Pizzeria Vero,1090,333,1,competition
Nicht Pizza,1100,1297,1,competition
Fuzo Pizza Kebap & Getränke,4060,89,1,competition
Eat & Meet,4303,128,1,competition
true delivery by true chicken,4020,123,1,competition
Miro,4662,447,1,competition
Snack & Weg,3830,237,1,competition
Kulinarium7,1070,6,1,competition
Pöggstall'er Pizzeria,3650,83,1,competition
Flamingo Grillrestaurant,1190,229,1,competition
Gasometer Noodle House,1110,8,1,competition
Wiener Schnitzelland,1020,804,1,competition
BellaItalia,4400,486,1,competition
China Restaurant Goldener Fisch,8010,412,1,competition
Mr. Schnitzel & Burger,1150,3891,1,competition
Schanzinger,1220,1668,1,competition
Cigkoftem,1110,430,1,competition
Masala,6020,466,1,competition
Plain Vienna,1090,81,1,competition
Taj Mahal,4020,284,1,competition
Casa D'oro,1210,162,1,competition
Monza Restaurant,1230,4,1,competition
Ali's Kebap & Pizza,2000,9,1,competition
A1,4020,10,1,competition
Road Diner Innsbruck,6020,691,1,competition
Europa Kebab,8020,4,1,competition
Pizza & Kebap Giovanni,3390,977,1,competition
dean & david,5020,1258,1,competition
Pizza Time,4230,722,1,competition
Miss Kebap,6353,84,1,competition
Happy Wok,6020,320,1,competition
Jiminy's Pizzamacherei,6068,666,1,competition
Cafe Hegelhof,1010,8,1,competition
Mom's Diner,1170,9,1,competition
First Class Pizzeria,2435,8,1,competition
Gasthaus Holzhütte,1120,210,1,competition
Hühnerparadies 1200,1200,8,1,competition
Gasthaus Römerstuben,3424,610,1,competition
Atik's Grill,6450,5,1,competition
I Vecchi Amici,1090,8,1,competition
Troja Kebab & Pizza,5020,3,1,competition
Pizza Haus,1100,207,1,competition
Eisenstein.Haus,2721,3,1,competition
Al Contadino,2435,494,1,competition
Shebeen,1070,129,1,competition
China Restaurant Mond,8053,805,1,competition
La Passione,1180,1668,1,competition
Food Factory,6500,317,1,competition
Pizza Line Next by Chano,1210,207,1,competition
China Haus,8043,212,1,competition
Napoli Pizzeria,8570,210,1,competition
Shifu/Asiatische Crossover-Küche,6020,695,1,competition
Pizza Alex,4407,264,1,competition
Bella Casa,3800,6,1,competition
Trattoria da Pippo,5020,44,1,competition
Funworld,6971,5,1,competition
Pizza Acasa Italy,5020,449,1,competition
L'idea Al Teatro,1060,83,1,competition
Kostes Coffeshop & Restaurant,8036,295,1,competition
NORDSEE,6020,8,1,competition
Moserhofstub'n im Wirtshaus zum Ganster,8010,245,1,competition
Pizzeria Camillo,4850,9,1,competition
Hidden Kitchen City,1010,168,1,competition
Subway,5020,212,1,competition
Cocos - einfach asiatisch,1150,89,1,competition
Pho Ever,1060,149,1,competition
Hitomi 1030 Landstraße Hauptstraße,1030,617,1,competition
Cavallo Lounge & More,1060,1,1,competition
Adim Kebap,1160,287,1,competition
Ristorante Casa Corrado,4040,329,1,competition
Pizzeria Friska,3470,128,1,competition
Küche 18,1090,349,1,competition
Cafe Erde,8010,690,1,competition
Salzburger Würstelkönigin,5020,6,1,competition
Som Kitchen,1150,290,1,competition
Fallidu Lieferservice,9020,43,1,competition
Restaurant Pizzeria Goldener Hirsch,6112,532,1,competition
China Restaurant Hietzing,1130,42,1,competition
Wok Restaurant,7100,245,1,competition
Hasir Cafe Restaurant,1020,321,1,competition
El Paso,1110,211,1,competition
Chuan Fu,1040,6,1,competition
Burger & Pizza House,4600,648,1,competition
Trattoria Scollo,4040,365,1,competition
Ballroom - damn.good.dumplings,1070,253,1,competition
Ibo's,1150,807,1,competition
LaoLao,1070,129,1,competition
Food Choice,8010,8,1,competition
Hanas,3100,369,1,competition
Fresco Grill 1090,1090,371,1,competition
Pizzeria Mio,2164,245,1,competition
Cafe Aumann,1180,8,1,competition
Tomyam Thaikitchen Restaurant,4020,211,1,competition
Namo Take Away,2514,0,1,competition
Naheds Küche,8020,4,1,competition
Reyna Lounge,3100,9,1,competition
Mamamon Thai Eatery,1080,610,1,competition
Tikka Boti,5020,6,1,competition
Pizzeria Perryda,1100,208,1,competition
Nana 7,1070,88,1,competition
Pizzeria Da Amigo's,1160,838,1,competition
Gralla's Imbiss Kebap,8431,164,1,competition
Gyromasch,1230,450,1,competition
Wagramm Pizza Kebap Haus,2232,207,1,competition
Pizzeria Venezia,8344,42,1,competition
Ariana,1100,208,1,competition
Pizzeria Cordoba,3462,375,1,competition
Ankara Grill Haus,8010,83,1,competition
Pizzeria Salute,6020,809,1,competition
Pizzeria Giuseppe,1020,4,1,competition
Pizza Treff,3300,376,1,competition
Ristorante Elianto,1030,747,1,competition
Pizza Uno Zustellservice,2231,90,1,competition
Gourmet Express,8020,533,1,competition
Karimo,2440,9,1,competition
Trattoria Pizzeria all Italiana,1030,496,1,competition
San Marino - Mitterdorf,8662,91,1,competition
Pizza Solo Wels,4600,550,1,competition
Restaurant Akropolis,2340,533,1,competition
Konya Sofrasi,1160,497,1,competition
Kebap Del Mar,1100,691,1,competition
Star Kebap,9500,545,1,competition
Il Tricolore,5020,168,1,competition
Schnitzelwelt,9500,1,1,competition
Schnitzleria,1160,251,1,competition
Konoba 25,5020,41,1,competition
König Kebap&Pizzahaus,9500,7,1,competition
Pizza und Kebap Studio,8042,451,1,competition
Pizzeria Bella Roma,1210,571,1,competition
Da Michele,1070,3,1,competition
Cafe Restaurant Theo,1010,148,1,competition
Kenny's Wien Mitte,1030,4,1,competition
Bella Pizza,4020,331,1,competition
DELUXE-Pizza-Kebab-Burger,1220,533,1,competition
Hot4you,6700,580,1,competition
Osteria Il Piacere,2340,5,1,competition
Floridsdorf Food Point,1210,4,1,competition
Nematis,6020,126,1,competition
Restaurant Demiri,8020,49,1,competition
Screamin Italian,2540,574,1,competition
Die Demirkoca's,2483,211,1,competition
Börsecaffé,1010,0,1,competition
Zum Goldenen Drachen,3250,811,1,competition
Piccola Casa,6020,4,1,competition
China Restaurant Szechuan,8020,209,1,competition
Pizzeria Casanova,1070,199,1,competition
Schnitzelimbiss,2500,655,1,competition
Mosaik Kebap,2700,230,1,competition
I Ragazzi,1070,693,1,competition
Restaurant Fengshui,1220,1018,1,competition
Asia Wok Restaurant China Court,4020,896,1,competition
Zanetti,5020,244,1,competition
Peppone,8010,46,1,competition
"Cafe, Grill & Pizza Memo",1160,1270,1,competition
ra'mien go,1010,140,1,competition
Pizzeria Milano,2230,352,1,competition
Spear Wien,1070,177,1,competition
Restaurant David,8200,545,1,competition
Capri,1190,327,1,competition
Stewart Bistro & Take away,1020,437,1,competition
Everest Inn - Sillpark,6020,130,1,competition
the italian,8020,250,1,competition
Vina Restaurant,8020,44,1,competition
Sake,1070,564,1,competition
Salud Homeservice,9020,839,1,competition
Da Vinci Restaurant Koblach,6842,636,1,competition
Pizzeria Don Pablo,1100,204,1,competition
Don Camillo,8045,655,1,competition
Gallo Bianco,1190,377,1,competition
Toscana,6143,372,1,competition
Come Wok,1170,454,1,competition
Pizzeria Aladdin,1230,531,1,competition
9b Cafe Restaurant,6020,208,1,competition
Burger King,4020,465,1,competition
Abi Kebap,1100,1,1,competition
Pizza Memory,6426,43,1,competition
Taste of India,1030,974,1,competition
Di Tacchino,1160,550,1,competition
Saro's Garage Burger Bar,8700,953,1,competition
Tasty Burger & Schnitzelhaus,2431,545,1,competition
Fuzuki,1180,210,1,competition
Meidlinger Deewan,1120,0,1,competition
Cara Mia,1220,409,1,competition
Kebap Werk,8501,493,1,competition
Mai Thai Imbiss,7000,7,1,competition
Isos Döner,1200,9,1,competition
Casa Ivo,4600,9,1,competition
König Kebab & Pizza,1030,9,1,competition
Asiagourmet,1220,5,1,competition
Jia Restaurant,1070,5,1,competition
Ja Mas - Der Grieche,3500,326,1,competition
Giovane- Cucina Italiana,4421,723,1,competition
Chin Chin Asia Specials,8010,898,1,competition
San Marco,1150,246,1,competition
Has Döner,1120,7,1,competition
Pizza & Pasta Grazie,2401,49,1,competition
Landia,1070,224,1,competition
Hot Burger Box,4481,816,1,competition
Heindl's Schmarren & Palatschinkenkuchl,1010,10,1,competition
Mercato Pizzeria,4030,169,1,competition
Koko,8020,204,1,competition
McDonald's®,1100,207,1,competition
Asia-Wok Royal,8020,527,1,competition
Rama Indian Restaurant,6020,737,1,competition
Restaurant Zanos,4210,204,1,competition
Restaurant Poseidon,3100,518,1,competition
Ossis Spezialitäten,5020,84,1,competition
Pizzeria Werk,2351,781,1,competition
Pamir,1120,8,1,competition
Koinonia Plus,1080,0,1,competition
Mevlana Etli Ekmek & Kebap,1100,979,1,competition
Quick Pizza Melk,3390,125,1,competition
Casa Sapore,1200,189,1,competition
La Mia - Ristorante con Pizza,1070,5,1,competition
Kolbe-Persisches Grillhaus,8020,364,1,competition
Bistro Endach,6330,324,1,competition
BrötchenWelt,1090,777,1,competition
Sunrise,3170,6,1,competition
Mistyria Cafe Restaurant,8010,87,1,competition
Noodlebox,8055,86,1,competition
Momo's Restaurant,8051,1905,1,competition
Uncle Van - Nonntal,5020,164,1,competition
Arriba & Divan Restaurant,4020,163,1,competition
Asian One sinn,1090,233,1,competition
Wiener Stüberl,1030,933,1,competition
Superpanda,4020,454,1,competition
Wings & Schnitzel,1100,248,1,competition
Pizzeria Trattoria Pronto,9020,697,1,competition
La Palma Pizzeria,4860,890,1,competition
Pizza Bob & Kebab,5020,45,1,competition
Pizza Pasa,6700,284,1,competition
L'Osteria,8010,696,1,competition
Mosquito Mexican Restaurant,1050,650,1,competition
La Fiesta,4020,1053,1,competition
Mac Grill Bregenz,6900,210,1,competition
Wagner's Kitchen,1050,43,1,competition
Gambaro Rosso,8042,1174,1,competition
Pizza Eck,1160,375,1,competition
Akakiko,1030,1341,1,competition
Da Contessa Heiligenstädterstrasse,1190,981,1,competition
Don Camillo,1060,551,1,competition
Bosphorus,6262,321,1,competition
Pizzeria Voliamo,1050,1946,1,competition
Wok Sushi Speising,1230,290,1,competition
King of Kebap,9020,83,1,competition
Restaurant Koinonia,1180,832,1,competition
Mameki,2630,324,1,competition
Akafuk Sushi,1230,267,1,competition
Bella India & Santi,1030,156,1,competition
Lex Mex,6500,173,1,competition
Ikra's Burger und Pizza,1110,0,1,competition
New India Restaurant,6020,165,1,competition
Zum Mandarin,8054,124,1,competition
Fast & Good,1100,568,1,competition
Shu,1040,0,1,competition
Dosho's Kebap & Schnitzel,1210,42,1,competition
Fallaloon Restaurant,9020,890,1,competition
Pizzeria Riviera,1220,615,1,competition
Indisches Restaurant Rani,1060,6,1,competition
Fulin Running Sushi,9500,667,1,competition
Nemati's Pizza,6020,779,1,competition
Bistro Bamiyan,5020,4,1,competition
Ada - Pizza Kebap Haus,4063,408,1,competition
Ginger Sushi,1190,547,1,competition
Himalayan Küche,4600,615,1,competition
McDonald's®,9020,44,1,competition
Two Seasons,5020,166,1,competition
Don Daniele,8020,932,1,competition
Der Eissalon,8052,6,1,competition
Holzofen Donna Diana,1150,490,1,competition
Pizzeria Pierra,4050,634,1,competition
Bell Amore,1210,145,1,competition
Vapiano,1220,612,1,competition
Liebenauer Hof,8010,46,1,competition
City Pizza,8111,932,1,competition
Gösser Bräu Graz,8010,122,1,competition
China Restaurant Reumannplatz,1100,898,1,competition
Restaurant Kiwi,3423,286,1,competition
PAN Appetit,1170,487,1,competition
Tiroler Weinstube,6020,166,1,competition
Lamea Sandwich Corner,6284,83,1,competition
Reason,6112,3,1,competition
Campus Beisl,8010,1,1,competition
Uncle Van - Steingasse,5020,247,1,competition
Pizza - Service - Luxor,3500,206,1,competition
Yumi Teppanyaki Dim Sum,1060,42,1,competition
L'Angelo Bello,1220,445,1,competition
Molla Kebap & More,6845,436,1,competition
Royar,4600,496,1,competition
Wok'in,1130,7,1,competition
Jack the Ripperl,4020,551,1,competition
Sultan Pizza & Kebap,8750,327,1,competition
Burger King,8010,491,1,competition
Xing-Long China Restaurant,8700,573,1,competition
Giovanni Pizzeria,3910,124,1,competition
Deno Pizza & Grill,4030,488,1,competition
Gössendorfer Pizza-Burger-Kebaphaus,8077,169,1,competition
Pizzeria Solo del Gusto,3130,949,1,competition
My Schnitzel,7000,88,1,competition
Palazzo,5111,458,1,competition
Pizzeria - Ristorante De Milici,1030,491,1,competition
Brasserie de la Marie,1060,7,1,competition
Restaurant zum Goldenen Löwen,1030,8,1,competition
China-Restaurant Gedeihen,1020,549,1,competition
Wokman,4020,461,1,competition
Be Right Back,4020,0,1,competition
Max & Benito,1010,263,1,competition
Don Camillo,8582,9,1,competition
Fresh One Pot Kitchen,1010,1,1,competition
Royal Imbiss,6900,129,1,competition
Pizza Caponella,1200,8,1,competition
Pizza La Lanterne,3040,209,1,competition
Pizza Service Alpacino Hietzing,1130,487,1,competition
L'Osteria,1190,129,1,competition
Eck Meck Pizza und Kebaphaus,1130,84,1,competition
Restaurant San,1140,320,1,competition
Pizze Ria,1210,611,1,competition
Pizzaservice di Mare,2103,168,1,competition
China Restaurant Gedeihen,1100,777,1,competition
Gasthaus Vici,1150,143,1,competition
Æ Cigköfteci - Vegan,1020,583,1,competition
Restaurant Pizzeria La Famiglia,6170,131,1,competition
"Arena - Kebap, Pizza, Burger",8041,373,1,competition
Bella Casa Linz,4040,2,1,competition
Pizza Palazzo,6600,368,1,competition
Do Eat,1080,572,1,competition
McDonald's®,1100,264,1,competition
Pizza David,4810,365,1,competition
Restaurant Soya,1060,897,1,competition
Gościnna Chata,4020,46,1,competition
Medak Creperia,5020,735,1,competition
Pizzeria Piccolo,1220,130,1,competition
My Pizza - hot & fresh,4040,492,1,competition
Dots im Brunnerhof,1190,87,1,competition
Pizzeria Rialto Wien,1140,84,1,competition
Cigkoftem Fünfhaus,1150,610,1,competition
WICHERS Restaurant,1030,605,1,competition
Oreno Ramen,1080,264,1,competition
McDonald's®,8010,166,1,competition
Nam Nam,1060,633,1,competition
Pumpui,1030,7,1,competition
Saray Sofrasi,2700,44,1,competition
Toscanelli,1100,144,1,competition
China Man,1100,50,1,competition
Jo's Bistro,1110,662,1,competition
Colala,1020,581,1,competition
Venezia,8020,7,1,competition
La Mare,1100,647,1,competition
Pizzeria Perla,1110,302,1,competition
Zlatni pek Imbiss,1160,260,1,competition
Kungfu,4020,250,1,competition
Miss Asia,1170,5,1,competition
Bauernbräu,1060,124,1,competition
Mia Cucina Ristorante,1070,294,1,competition
Da Capo 1,7201,411,1,competition
Pizzeria Ancora,1150,320,1,competition
Jaipur,6020,5,1,competition
Deniz Pizza Kebap Dürüm,4030,236,1,competition
Pizzeria Amici,9020,125,1,competition
Angy's Café,1110,1,1,competition
Zu den 3 goldenen Kugeln,8020,834,1,competition
China Schüssel,1150,773,1,competition
Pizza & Burger,4053,403,1,competition
Pizzeria Violeta,5020,2,1,competition
Kaya's Grillecke,6832,7,1,competition
Mr.Wen - Griesgasse,5020,3,1,competition
Kebab-Haus,1040,10,1,competition
Victoria's Sushi Bar,6020,856,1,competition
Burgerlicious,1100,236,1,competition
La Bodega,8501,575,1,competition
Pizza Finezza,8322,91,1,competition
Xin Xin China Restaurant,4400,689,1,competition
Pho 33,1090,405,1,competition
Bella Riva,3160,953,1,competition
Aigner Pizza,5026,963,1,competition
Pizzeria Venezia,2136,288,1,competition
Kirby's American Kitchen,8010,754,1,competition
McDonald's®,1090,350,1,competition
Mur- Pizzeria & Kebap,8010,209,1,competition
City Pizza & Noodels,8700,7,1,competition
Maya Orientalisches Restaurant,1160,4,1,competition
Ristorante La Veduta,1150,6,1,competition
Anatolien Restaurant,3300,433,1,competition
Joma,1010,1,1,competition
Pizza Deal,1220,493,1,competition
Pizza Solemio,1210,290,1,competition
Pizza Di Roma,8101,980,1,competition
Parks Bio Fairtrade Coffee Shop,8010,4,1,competition
ra'mien go,1200,204,1,competition
Mama Earth,5020,43,1,competition
Pizzeria Luna Rossa,1090,205,1,competition
La Gusta,1170,181,1,competition
Elit Restaurant Graz,8020,327,1,competition
Burger Atelier Salzburg,5020,322,1,competition
Roj Pizzeria & Burger,8403,406,1,competition
Burgerstation Fünfhaus,1150,288,1,competition
Burger King,1120,865,1,competition
Schnitzel Man,1120,723,1,competition
Café Derwisch,1160,8,1,competition
Ucco's,8010,247,1,competition
Pizzeria La Casa,1140,4,1,competition
MANEKI NEKO,5020,733,1,competition
Reggae Haus,8010,59,1,competition
Crazy Pizza,1210,283,1,competition
Ding Wei,1150,896,1,competition
RistOro,3002,124,1,competition
Café Amacord,1040,177,1,competition
Extra Balkan Grill,6900,8,1,competition
Cafe Mozart Salzburg,5020,8,1,competition
Damaros Restaurant,3100,5,1,competition
Torona,8010,0,1,competition
Pizzeria Peperoni & Getränke,1050,4156,1,competition
Flatschers,1070,4,1,competition
Restaurant Maria Rosa,1050,6,1,competition
Pizzeria Millenium,4840,724,1,competition
Pepe Nero,1020,290,1,competition
Burger King,1100,171,1,competition
Buffalo,4040,772,1,competition
Pizza-Man,6200,248,1,competition
La Bella Pizzeria & Kebap,8101,4,1,competition
Manker Pizzeria,3240,3,1,competition
15 süße Minuten,1040,44,1,competition
San Stefano,1140,413,1,competition
City Bistro Kufsteinerhof,6330,690,1,competition
Restaurant Pizzaria Bella Flair,5710,123,1,competition
Star Kebap,2100,666,1,competition
Al Capone,4710,209,1,competition
Saigon Brixlegg,6230,41,1,competition
Bellissimo,8160,150,1,competition
San Giovanni Pizzeria,1130,128,1,competition
Maschu Maschu,1070,8,1,competition
Cafe Restaurant Tennishalle,9800,50,1,competition
Pizza Uno,4600,771,1,competition
Schnitzel Box,1020,6,1,competition
Shanghai-City,1110,530,1,competition
Formosa Food,1060,109,1,competition
Zu den 3 goldenen Kugeln,1110,7,1,competition
Rennas Kebap Haus,9020,7,1,competition
Jimmy's Pizzeria seit 2002 Ried im Traunkreis,4551,1218,1,competition
Hotline 5 Pizzeria & Burger House,1050,1019,1,competition
