country,year,life expectancy,continent,population,fertility
Egypt,1967,51.65,Africa,32456565.0,6.24
Egypt,1968,51.97,Africa,33252275.0,6.14
Egypt,1969,52.25,Africa,34038147.0,6.04
Egypt,1970,52.54,Africa,34808599.0,5.94
Egypt,1971,52.88,Africa,35561087.0,5.85
Egypt,1972,53.31,Africa,36302154.0,5.76
Egypt,1973,53.84,Africa,37046807.0,5.69
Egypt,1974,54.46,Africa,37815578.0,5.63
Egypt,1975,55.17,Africa,38624410.0,5.59
Egypt,1976,55.93,Africa,39478585.0,5.55
Egypt,1977,56.69,Africa,40377668.0,5.51
Egypt,1978,57.45,Africa,41324806.0,5.47
Egypt,1979,58.16,Africa,42321740.0,5.42
Egypt,1980,58.85,Africa,43369552.0,5.37
Egypt,1981,59.52,Africa,44465918.0,5.31
Egypt,1982,60.21,Africa,45610430.0,5.25
Egypt,1983,60.93,Africa,46807221.0,5.19
Egypt,1984,61.65,Africa,48061546.0,5.12
Egypt,1985,62.38,Africa,49373806.0,5.05
Egypt,1986,63.07,Africa,50748187.0,4.95
Egypt,1987,63.7,Africa,52173840.0,4.83
Egypt,1988,64.27,Africa,53617678.0,4.68
Egypt,1989,64.76,Africa,55035937.0,4.52
Egypt,1990,65.2,Africa,56397273.0,4.35
Egypt,1991,65.4,Africa,57689828.0,4.18
Egypt,1992,66.1,Africa,58922018.0,4.02
Egypt,1993,66.4,Africa,60108373.0,3.88
Egypt,1994,66.7,Africa,61272847.0,3.76
Egypt,1995,67.4,Africa,62434527.0,3.66
Egypt,1996,67.9,Africa,63595629.0,3.58
Egypt,1997,68.2,Africa,64754566.0,3.51
Egypt,1998,68.6,Africa,65922626.0,3.44
Egypt,1999,69.0,Africa,67112877.0,3.37
Egypt,2000,69.7,Africa,68334905.0,3.31
Egypt,2001,69.7,Africa,69599945.0,3.24
Egypt,2002,69.8,Africa,70908710.0,3.18
Egypt,2003,69.8,Africa,72247626.0,3.13
Egypt,2004,69.9,Africa,73596068.0,3.09
Egypt,2005,70.1,Africa,74942115.0,3.05
Egypt,2006,70.1,Africa,76274285.0,3.02
Egypt,2007,70.3,Africa,77605327.0,2.99
Egypt,2008,70.2,Africa,78976122.0,2.95
Egypt,2009,70.1,Africa,80442443.0,2.92
Egypt,2010,70.1,Africa,82040994.0,2.88
Egypt,2011,70.4,Africa,83787634.0,2.85
Egypt,2012,70.5,Africa,85660902.0,2.81
Egypt,2013,71.0,Africa,87613909.0,2.77
Egypt,2014,71.3,Africa,89579670.0,2.73
Egypt,2015,71.5,Africa,91508084.0,2.7
El Salvador,1951,44.11,North America,2236577.0,6.19
El Salvador,1952,45.06,North America,2278305.0,6.27
El Salvador,1953,45.99,North America,2324558.0,6.33
El Salvador,1954,46.9,North America,2374972.0,6.4
El Salvador,1955,47.8,North America,2429331.0,6.47
El Salvador,1956,48.68,North America,2487582.0,6.53
El Salvador,1957,49.55,North America,2549823.0,6.59
El Salvador,1958,50.39,North America,2616276.0,6.65
El Salvador,1959,51.22,North America,2687229.0,6.69
El Salvador,1960,52.02,North America,2762897.0,6.73
El Salvador,1961,52.77,North America,2843246.0,6.75
El Salvador,1962,53.5,North America,2927861.0,6.75
El Salvador,1963,54.18,North America,3015885.0,6.74
El Salvador,1964,54.81,North America,3106186.0,6.7
El Salvador,1965,55.4,North America,3197865.0,6.64
El Salvador,1966,55.93,North America,3290397.0,6.57
El Salvador,1967,56.41,North America,3383674.0,6.49
El Salvador,1968,56.84,North America,3477702.0,6.4
El Salvador,1969,57.24,North America,3572667.0,6.3
El Salvador,1970,57.57,North America,3668592.0,6.2
El Salvador,1971,57.85,North America,3765252.0,6.11
El Salvador,1972,58.07,North America,3862132.0,6.01
El Salvador,1973,58.22,North America,3958616.0,5.91
El Salvador,1974,58.33,North America,4053958.0,5.82
El Salvador,1975,58.36,North America,4147525.0,5.72
El Salvador,1976,58.33,North America,4239205.0,5.62
El Salvador,1977,58.22,North America,4328817.0,5.51
El Salvador,1978,58.09,North America,4415625.0,5.39
El Salvador,1979,57.98,North America,4498757.0,5.27
El Salvador,1980,57.96,North America,4577683.0,5.14
El Salvador,1981,58.13,North America,4652058.0,5.0
El Salvador,1982,58.53,North America,4722272.0,4.87
El Salvador,1983,59.19,North America,4789472.0,4.74
El Salvador,1984,60.11,North America,4855280.0,4.61
El Salvador,1985,61.24,North America,4920932.0,4.49
El Salvador,1986,62.54,North America,4986528.0,4.37
El Salvador,1987,63.91,North America,5051885.0,4.26
El Salvador,1988,65.28,North America,5117577.0,4.15
El Salvador,1989,66.55,North America,5184221.0,4.05
El Salvador,1990,67.7,North America,5252082.0,3.95
El Salvador,1991,68.1,North America,5321576.0,3.86
El Salvador,1992,68.9,North America,5392142.0,3.78
El Salvador,1993,69.3,North America,5461834.0,3.7
El Salvador,1994,69.6,North America,5528012.0,3.61
El Salvador,1995,70.0,North America,5588743.0,3.53
El Salvador,1996,70.3,North America,5643363.0,3.43
El Salvador,1997,70.8,North America,5692300.0,3.32
El Salvador,1998,71.0,North America,5736075.0,3.2
El Salvador,1999,71.6,North America,5775660.0,3.07
El Salvador,2000,71.9,North America,5811836.0,2.93
El Salvador,2001,71.7,North America,5844738.0,2.8
El Salvador,2002,72.5,North America,5874301.0,2.68
El Salvador,2003,72.6,North America,5900929.0,2.58
El Salvador,2004,72.8,North America,5925089.0,2.5
El Salvador,2005,73.0,North America,5947206.0,2.43
El Salvador,2006,73.3,North America,5967556.0,2.39
El Salvador,2007,73.5,North America,5986414.0,2.35
El Salvador,2008,73.7,North America,6004199.0,2.32
El Salvador,2009,73.8,North America,6021368.0,2.29
El Salvador,2010,74.1,North America,6038306.0,2.26
El Salvador,2011,74.3,North America,6055208.0,2.24
El Salvador,2012,74.5,North America,6072233.0,2.21
El Salvador,2013,74.6,North America,6089644.0,2.18
El Salvador,2014,74.8,North America,6107706.0,2.16
El Salvador,2015,74.9,North America,6126583.0,2.14
Equatorial Guinea,1951,34.55,Africa,230057.0,5.5
Equatorial Guinea,1952,34.9,Africa,232757.0,5.5
Equatorial Guinea,1953,35.25,Africa,234512.0,5.5
Equatorial Guinea,1954,35.59,Africa,235993.0,5.5
Equatorial Guinea,1955,35.95,Africa,237676.0,5.5
Equatorial Guinea,1956,36.3,Africa,239826.0,5.5
Equatorial Guinea,1957,36.65,Africa,242509.0,5.5
Equatorial Guinea,1958,36.99,Africa,245617.0,5.5
Equatorial Guinea,1959,37.34,Africa,248905.0,5.5
Equatorial Guinea,1960,37.69,Africa,252115.0,5.51
Equatorial Guinea,1961,38.04,Africa,255100.0,5.52
Equatorial Guinea,1962,38.38,Africa,257940.0,5.53
Equatorial Guinea,1963,38.73,Africa,260990.0,5.55
Equatorial Guinea,1964,39.08,Africa,264743.0,5.57
Equatorial Guinea,1965,39.44,Africa,269427.0,5.6
Equatorial Guinea,1966,39.78,Africa,275470.0,5.62
Equatorial Guinea,1967,40.13,Africa,282445.0,5.64
Equatorial Guinea,1968,40.48,Africa,288701.0,5.66
Equatorial Guinea,1969,40.82,Africa,292014.0,5.67
Equatorial Guinea,1970,41.17,Africa,290905.0,5.68
Equatorial Guinea,1971,41.52,Africa,284915.0,5.68
Equatorial Guinea,1972,41.87,Africa,274906.0,5.68
Equatorial Guinea,1973,42.21,Africa,262399.0,5.68
Equatorial Guinea,1974,42.56,Africa,249587.0,5.68
Equatorial Guinea,1975,42.91,Africa,238240.0,5.67
Equatorial Guinea,1976,43.28,Africa,228491.0,5.68
Equatorial Guinea,1977,43.65,Africa,220352.0,5.68
Equatorial Guinea,1978,44.04,Africa,215284.0,5.69
Equatorial Guinea,1979,44.44,Africa,215014.0,5.71
Equatorial Guinea,1980,44.85,Africa,220605.0,5.73
Equatorial Guinea,1981,45.26,Africa,232934.0,5.75
Equatorial Guinea,1982,45.69,Africa,251301.0,5.78
Equatorial Guinea,1983,46.11,Africa,273199.0,5.8
Equatorial Guinea,1984,46.52,Africa,295090.0,5.83
Equatorial Guinea,1985,46.92,Africa,314407.0,5.85
Equatorial Guinea,1986,47.33,Africa,330247.0,5.87
Equatorial Guinea,1987,47.73,Africa,343290.0,5.88
Equatorial Guinea,1988,48.14,Africa,354488.0,5.89
Equatorial Guinea,1989,48.52,Africa,365451.0,5.9
Equatorial Guinea,1990,48.9,Africa,377363.0,5.9
Equatorial Guinea,1991,48.7,Africa,390381.0,5.9
Equatorial Guinea,1992,48.7,Africa,404081.0,5.9
Equatorial Guinea,1993,48.6,Africa,418409.0,5.9
Equatorial Guinea,1994,48.5,Africa,433197.0,5.9
Equatorial Guinea,1995,48.5,Africa,448332.0,5.9
Equatorial Guinea,1996,48.9,Africa,463844.0,5.89
Equatorial Guinea,1997,50.3,Africa,479836.0,5.87
Equatorial Guinea,1998,51.2,Africa,496330.0,5.85
Equatorial Guinea,1999,52.0,Africa,513347.0,5.81
Equatorial Guinea,2000,52.9,Africa,530896.0,5.77
Equatorial Guinea,2001,54.0,Africa,549007.0,5.73
Equatorial Guinea,2002,54.9,Africa,567664.0,5.68
Equatorial Guinea,2003,55.3,Africa,586772.0,5.63
Equatorial Guinea,2004,55.9,Africa,606201.0,5.57
Equatorial Guinea,2005,56.0,Africa,625866.0,5.52
Equatorial Guinea,2006,56.8,Africa,645718.0,5.46
Equatorial Guinea,2007,57.1,Africa,665798.0,5.39
Equatorial Guinea,2008,57.5,Africa,686223.0,5.31
Equatorial Guinea,2009,58.0,Africa,707155.0,5.23
Equatorial Guinea,2010,58.6,Africa,728710.0,5.14
Equatorial Guinea,2011,58.7,Africa,750918.0,5.04
Equatorial Guinea,2012,59.4,Africa,773729.0,4.95
Equatorial Guinea,2013,60.5,Africa,797082.0,4.85
Equatorial Guinea,2014,61.0,Africa,820885.0,4.75
Equatorial Guinea,2015,61.0,Africa,845060.0,4.65
Eritrea,1951,36.47,Africa,1162658.0,6.94
Eritrea,1952,36.75,Africa,1184694.0,6.96
Eritrea,1953,37.02,Africa,1208141.0,6.98
Eritrea,1954,37.29,Africa,1232905.0,6.99
Eritrea,1955,37.58,Africa,1258926.0,6.99
Eritrea,1956,37.86,Africa,1286171.0,6.98
Eritrea,1957,38.14,Africa,1314633.0,6.97
Eritrea,1958,38.42,Africa,1344338.0,6.95
Eritrea,1959,38.73,Africa,1375321.0,6.93
Eritrea,1960,39.03,Africa,1407631.0,6.9
Eritrea,1961,39.35,Africa,1441297.0,6.87
Eritrea,1962,39.69,Africa,1476321.0,6.84
Eritrea,1963,40.04,Africa,1512671.0,6.81
Eritrea,1964,40.41,Africa,1550297.0,6.78
Eritrea,1965,40.81,Africa,1589187.0,6.75
Eritrea,1966,41.22,Africa,1629333.0,6.73
Eritrea,1967,41.66,Africa,1670821.0,6.71
Eritrea,1968,42.1,Africa,1713846.0,6.69
Eritrea,1969,42.56,Africa,1758668.0,6.67
Eritrea,1970,43.02,Africa,1805480.0,6.65
Eritrea,1971,43.47,Africa,1854395.0,6.64
Eritrea,1972,43.92,Africa,1905406.0,6.63
Eritrea,1973,44.35,Africa,1958444.0,6.62
Eritrea,1974,44.75,Africa,2013382.0,6.62
Eritrea,1975,45.14,Africa,2070145.0,6.61
Eritrea,1976,45.49,Africa,2128597.0,6.62
Eritrea,1977,45.8,Africa,2188806.0,6.62
Eritrea,1978,46.09,Africa,2251129.0,6.62
Eritrea,1979,46.38,Africa,2316054.0,6.63
Eritrea,1980,46.66,Africa,2383858.0,6.63
Eritrea,1981,46.97,Africa,2453689.0,6.63
Eritrea,1982,47.33,Africa,2525005.0,6.62
Eritrea,1983,47.74,Africa,2598626.0,6.61
Eritrea,1984,48.21,Africa,2675717.0,6.59
Eritrea,1985,48.77,Africa,2756493.0,6.57
Eritrea,1986,49.38,Africa,2843141.0,6.55
Eritrea,1987,50.06,Africa,2933871.0,6.54
Eritrea,1988,50.8,Africa,3020278.0,6.52
Eritrea,1989,51.58,Africa,3091083.0,6.5
Eritrea,1990,52.4,Africa,3139083.0,6.49
Eritrea,1991,53.4,Africa,3160644.0,6.47
Eritrea,1992,54.9,Africa,3160617.0,6.44
Eritrea,1993,56.2,Africa,3150811.0,6.4
Eritrea,1994,57.0,Africa,3147871.0,6.35
Eritrea,1995,57.8,Africa,3164095.0,6.29
Eritrea,1996,58.4,Africa,3202598.0,6.23
Eritrea,1997,59.0,Africa,3260612.0,6.16
Eritrea,1998,58.8,Africa,3337227.0,6.09
Eritrea,1999,52.2,Africa,3429656.0,6.02
Eritrea,2000,37.6,Africa,3535156.0,5.94
Eritrea,2001,59.9,Africa,3655006.0,5.86
Eritrea,2002,60.0,Africa,3788532.0,5.77
Eritrea,2003,59.9,Africa,3928408.0,5.68
Eritrea,2004,60.0,Africa,4064958.0,5.58
Eritrea,2005,59.9,Africa,4191273.0,5.48
Eritrea,2006,60.0,Africa,4304440.0,5.37
Eritrea,2007,60.1,Africa,4406299.0,5.27
Eritrea,2008,60.1,Africa,4500638.0,5.16
Eritrea,2009,60.1,Africa,4593549.0,5.06
Eritrea,2010,60.1,Africa,4689664.0,4.97
Eritrea,2011,60.2,Africa,4789568.0,4.88
Eritrea,2012,60.3,Africa,4892233.0,4.79
Eritrea,2013,60.4,Africa,4998824.0,4.7
Eritrea,2014,60.6,Africa,5110444.0,4.61
Eritrea,2015,60.7,Africa,5227791.0,4.52
Estonia,1951,59.91,Europe,1113247.0,2.08
Estonia,1952,61.13,Europe,1125245.0,2.07
Estonia,1953,63.7,Europe,1136906.0,2.05
Estonia,1954,65.05,Europe,1148217.0,2.04
Estonia,1955,65.73,Europe,1159238.0,2.02
Estonia,1956,67.36,Europe,1170105.0,2.01
Estonia,1957,67.84,Europe,1181025.0,1.99
Estonia,1958,68.29,Europe,1192265.0,1.98
Estonia,1959,68.72,Europe,1204117.0,1.96
Estonia,1960,69.42,Europe,1216831.0,1.95
Estonia,1961,69.74,Europe,1230521.0,1.95
Estonia,1962,69.93,Europe,1245098.0,1.94
Estonia,1963,69.99,Europe,1260239.0,1.95
Estonia,1964,70.74,Europe,1275471.0,1.95
Estonia,1965,70.81,Europe,1290437.0,1.97
Estonia,1966,70.78,Europe,1305025.0,1.99
Estonia,1967,71.08,Europe,1319284.0,2.01
Estonia,1968,70.7,Europe,1333213.0,2.04
Estonia,1969,70.4,Europe,1346854.0,2.07
Estonia,1970,70.51,Europe,1360236.0,2.1
Estonia,1971,70.71,Europe,1373336.0,2.12
Estonia,1972,70.48,Europe,1386099.0,2.13
Estonia,1973,70.83,Europe,1398497.0,2.13
Estonia,1974,70.94,Europe,1410492.0,2.13
Estonia,1975,70.26,Europe,1422070.0,2.11
Estonia,1976,69.88,Europe,1433207.0,2.1
Estonia,1977,70.01,Europe,1443926.0,2.08
Estonia,1978,69.87,Europe,1454309.0,2.07
Estonia,1979,69.66,Europe,1464468.0,2.06
Estonia,1980,69.75,Europe,1474487.0,2.06
Estonia,1981,69.62,Europe,1483938.0,2.08
Estonia,1982,70.03,Europe,1492704.0,2.1
Estonia,1983,69.95,Europe,1501490.0,2.13
Estonia,1984,69.83,Europe,1511272.0,2.17
Estonia,1985,69.97,Europe,1522477.0,2.19
Estonia,1986,71.11,Europe,1536112.0,2.19
Estonia,1987,71.13,Europe,1551288.0,2.17
Estonia,1988,71.17,Europe,1564278.0,2.12
Estonia,1989,70.73,Europe,1570051.0,2.04
Estonia,1990,70.1,Europe,1565320.0,1.94
Estonia,1991,69.6,Europe,1548287.0,1.83
Estonia,1992,69.3,Europe,1520879.0,1.71
Estonia,1993,68.2,Europe,1488120.0,1.6
Estonia,1994,66.3,Europe,1457145.0,1.51
Estonia,1995,67.7,Europe,1433076.0,1.43
Estonia,1996,69.8,Europe,1417786.0,1.38
Estonia,1997,70.0,Europe,1409718.0,1.34
Estonia,1998,69.5,Europe,1406388.0,1.32
Estonia,1999,70.2,Europe,1403821.0,1.31
Estonia,2000,70.4,Europe,1399145.0,1.32
Estonia,2001,70.0,Europe,1391754.0,1.34
Estonia,2002,70.9,Europe,1382735.0,1.38
Estonia,2003,71.5,Europe,1372890.0,1.42
Estonia,2004,72.0,Europe,1363549.0,1.47
Estonia,2005,72.5,Europe,1355662.0,1.52
Estonia,2006,72.9,Europe,1349369.0,1.57
Estonia,2007,73.0,Europe,1344233.0,1.6
Estonia,2008,74.2,Europe,1339941.0,1.62
Estonia,2009,74.9,Europe,1336013.0,1.63
Estonia,2010,76.4,Europe,1332089.0,1.63
Estonia,2011,76.3,Europe,1328068.0,1.62
Estonia,2012,76.7,Europe,1324040.0,1.61
Estonia,2013,77.5,Europe,1320050.0,1.6
Estonia,2014,77.6,Europe,1316203.0,1.61
Estonia,2015,77.8,Europe,1312558.0,1.62
Ethiopia,1951,33.09,Africa,18466918.0,7.3
Ethiopia,1952,33.41,Africa,18819634.0,7.2
Ethiopia,1953,33.8,Africa,19184239.0,7.12
Ethiopia,1954,34.23,Africa,19559974.0,7.05
Ethiopia,1955,34.72,Africa,19947265.0,6.99
Ethiopia,1956,35.25,Africa,20347793.0,6.95
Ethiopia,1957,32.41,Africa,20764427.0,6.92
Ethiopia,1958,30.37,Africa,21200998.0,6.9
Ethiopia,1959,37.08,Africa,21661944.0,6.89
Ethiopia,1960,37.72,Africa,22151218.0,6.88
Ethiopia,1961,38.35,Africa,22671131.0,6.88
Ethiopia,1962,38.94,Africa,23221331.0,6.88
Ethiopia,1963,39.49,Africa,23798378.0,6.87
Ethiopia,1964,39.36,Africa,24396965.0,6.87
Ethiopia,1965,38.13,Africa,25013551.0,6.86
Ethiopia,1966,39.09,Africa,25641176.0,6.87
Ethiopia,1967,41.09,Africa,26280771.0,6.88
Ethiopia,1968,41.38,Africa,26945459.0,6.9
Ethiopia,1969,41.65,Africa,27653622.0,6.94
Ethiopia,1970,41.9,Africa,28414999.0,6.98
Ethiopia,1971,42.14,Africa,29246170.0,7.02
Ethiopia,1972,41.98,Africa,30135007.0,7.06
Ethiopia,1973,39.85,Africa,31028728.0,7.09
Ethiopia,1974,37.71,Africa,31855294.0,7.12
Ethiopia,1975,38.78,Africa,32568539.0,7.14
Ethiopia,1976,42.86,Africa,33144537.0,7.17
Ethiopia,1977,42.41,Africa,33614153.0,7.2
Ethiopia,1978,42.07,Africa,34053431.0,7.23
Ethiopia,1979,42.74,Africa,34569428.0,7.27
Ethiopia,1980,42.8,Africa,35239974.0,7.32
Ethiopia,1981,42.87,Africa,36093319.0,7.36
Ethiopia,1982,42.93,Africa,37109517.0,7.4
Ethiopia,1983,42.5,Africa,38259376.0,7.42
Ethiopia,1984,39.46,Africa,39493503.0,7.44
Ethiopia,1985,35.43,Africa,40775997.0,7.44
Ethiopia,1986,41.39,Africa,42097111.0,7.42
Ethiopia,1987,43.95,Africa,43470219.0,7.39
Ethiopia,1988,44.4,Africa,44908705.0,7.35
Ethiopia,1989,44.82,Africa,46433604.0,7.3
Ethiopia,1990,45.2,Africa,48057094.0,7.25
Ethiopia,1991,46.9,Africa,49784987.0,7.19
Ethiopia,1992,47.8,Africa,51602776.0,7.14
Ethiopia,1993,48.4,Africa,53477944.0,7.09
Ethiopia,1994,48.8,Africa,55366517.0,7.05
Ethiopia,1995,49.2,Africa,57237226.0,7.0
Ethiopia,1996,50.0,Africa,59076414.0,6.94
Ethiopia,1997,50.6,Africa,60893264.0,6.86
Ethiopia,1998,51.1,Africa,62707547.0,6.77
Ethiopia,1999,50.6,Africa,64550161.0,6.66
Ethiopia,2000,52.1,Africa,66443603.0,6.53
Ethiopia,2001,52.7,Africa,68393128.0,6.38
Ethiopia,2002,53.6,Africa,70391170.0,6.22
Ethiopia,2003,54.3,Africa,72432290.0,6.05
Ethiopia,2004,55.2,Africa,74506974.0,5.87
Ethiopia,2005,56.1,Africa,76608431.0,5.69
Ethiopia,2006,57.2,Africa,78735675.0,5.52
Ethiopia,2007,58.6,Africa,80891968.0,5.35
Ethiopia,2008,60.0,Africa,83079608.0,5.19
Ethiopia,2009,61.2,Africa,85302099.0,5.04
Ethiopia,2010,62.1,Africa,87561814.0,4.9
Ethiopia,2011,62.9,Africa,89858696.0,4.77
Ethiopia,2012,63.6,Africa,92191211.0,4.64
Ethiopia,2013,64.2,Africa,94558374.0,4.52
Ethiopia,2014,64.7,Africa,96958732.0,4.4
Ethiopia,2015,65.2,Africa,99390750.0,4.28
Fiji,1951,51.3,Australia and Oceania,296206.0,6.4
Fiji,1952,51.85,Australia and Oceania,304813.0,6.59
Fiji,1953,52.38,Australia and Oceania,314352.0,6.73
Fiji,1954,52.9,Australia and Oceania,324480.0,6.82
Fiji,1955,53.4,Australia and Oceania,334976.0,6.87
Fiji,1956,53.89,Australia and Oceania,345746.0,6.87
Fiji,1957,54.36,Australia and Oceania,356817.0,6.83
Fiji,1958,54.81,Australia and Oceania,368320.0,6.74
Fiji,1959,55.26,Australia and Oceania,380452.0,6.62
Fiji,1960,55.7,Australia and Oceania,393383.0,6.46
Fiji,1961,56.12,Australia and Oceania,407152.0,6.28
Fiji,1962,56.54,Australia and Oceania,421576.0,6.09
Fiji,1963,56.94,Australia and Oceania,436208.0,5.88
Fiji,1964,57.35,Australia and Oceania,450452.0,5.68
Fiji,1965,57.75,Australia and Oceania,463884.0,5.48
Fiji,1966,58.14,Australia and Oceania,476329.0,5.28
Fiji,1967,58.52,Australia and Oceania,487911.0,5.08
Fiji,1968,58.89,Australia and Oceania,498887.0,4.89
Fiji,1969,59.26,Australia and Oceania,509659.0,4.71
Fiji,1970,59.61,Australia and Oceania,520529.0,4.54
Fiji,1971,59.96,Australia and Oceania,531601.0,4.4
Fiji,1972,60.29,Australia and Oceania,542811.0,4.28
Fiji,1973,60.6,Australia and Oceania,554109.0,4.18
Fiji,1974,60.91,Australia and Oceania,565386.0,4.11
Fiji,1975,61.21,Australia and Oceania,576592.0,4.05
Fiji,1976,61.5,Australia and Oceania,587523.0,4.02
Fiji,1977,61.8,Australia and Oceania,598258.0,3.99
Fiji,1978,62.09,Australia and Oceania,609348.0,3.97
Fiji,1979,62.37,Australia and Oceania,621541.0,3.94
Fiji,1980,62.65,Australia and Oceania,635256.0,3.91
Fiji,1981,62.92,Australia and Oceania,650957.0,3.86
Fiji,1982,63.2,Australia and Oceania,668196.0,3.81
Fiji,1983,63.46,Australia and Oceania,685389.0,3.76
Fiji,1984,63.71,Australia and Oceania,700366.0,3.69
Fiji,1985,63.96,Australia and Oceania,711663.0,3.63
Fiji,1986,64.2,Australia and Oceania,718548.0,3.57
Fiji,1987,64.43,Australia and Oceania,721725.0,3.51
Fiji,1988,64.66,Australia and Oceania,722918.0,3.47
Fiji,1989,64.88,Australia and Oceania,724624.0,3.43
Fiji,1990,65.1,Australia and Oceania,728626.0,3.4
Fiji,1991,65.1,Australia and Oceania,735469.0,3.37
Fiji,1992,65.0,Australia and Oceania,744534.0,3.35
Fiji,1993,64.8,Australia and Oceania,755024.0,3.33
Fiji,1994,64.7,Australia and Oceania,765666.0,3.31
Fiji,1995,64.5,Australia and Oceania,775498.0,3.28
Fiji,1996,64.3,Australia and Oceania,784479.0,3.24
Fiji,1997,64.1,Australia and Oceania,792859.0,3.21
Fiji,1998,64.2,Australia and Oceania,800314.0,3.17
Fiji,1999,64.1,Australia and Oceania,806494.0,3.13
Fiji,2000,64.2,Australia and Oceania,811223.0,3.09
Fiji,2001,64.4,Australia and Oceania,814215.0,3.05
Fiji,2002,64.5,Australia and Oceania,815691.0,3.0
Fiji,2003,64.6,Australia and Oceania,816626.0,2.95
Fiji,2004,64.7,Australia and Oceania,818355.0,2.91
Fiji,2005,64.8,Australia and Oceania,821820.0,2.86
Fiji,2006,64.8,Australia and Oceania,827390.0,2.82
Fiji,2007,64.9,Australia and Oceania,834729.0,2.77
Fiji,2008,64.9,Australia and Oceania,843206.0,2.74
Fiji,2009,64.9,Australia and Oceania,851854.0,2.7
Fiji,2010,65.2,Australia and Oceania,859952.0,2.67
Fiji,2011,65.3,Australia and Oceania,867327.0,2.64
Fiji,2012,65.4,Australia and Oceania,874158.0,2.62
Fiji,2013,65.6,Australia and Oceania,880487.0,2.59
Fiji,2014,65.7,Australia and Oceania,886450.0,2.56
Fiji,2015,65.8,Australia and Oceania,892145.0,2.54
Finland,1951,65.68,Europe,4049689.0,3.01
Finland,1952,66.56,Europe,4095130.0,3.06
Finland,1953,66.63,Europe,4142353.0,2.96
Finland,1954,67.59,Europe,4189559.0,2.93
Finland,1955,67.39,Europe,4235423.0,2.93
Finland,1956,68.01,Europe,4279108.0,2.91
Finland,1957,67.51,Europe,4320250.0,2.86
Finland,1958,68.65,Europe,4358901.0,2.68
Finland,1959,68.83,Europe,4395427.0,2.75
Finland,1960,69.03,Europe,4430228.0,2.71
Finland,1961,69.07,Europe,4463432.0,2.65
Finland,1962,68.78,Europe,4494623.0,2.66
Finland,1963,69.19,Europe,4522727.0,2.66
Finland,1964,69.4,Europe,4546343.0,2.58
Finland,1965,69.16,Europe,4564690.0,2.46
Finland,1966,69.68,Europe,4577033.0,2.41
Finland,1967,69.86,Europe,4584264.0,2.32
Finland,1968,69.82,Europe,4589226.0,2.15
Finland,1969,69.7,Europe,4595807.0,1.94
Finland,1970,70.4,Europe,4606740.0,1.83
Finland,1971,70.22,Europe,4623389.0,1.7
Finland,1972,70.91,Europe,4644847.0,1.59
Finland,1973,71.42,Europe,4668813.0,1.5
Finland,1974,71.34,Europe,4691818.0,1.62
Finland,1975,71.89,Europe,4711459.0,1.69
Finland,1976,72.04,Europe,4726803.0,1.72
Finland,1977,72.56,Europe,4738949.0,1.69
Finland,1978,73.13,Europe,4749940.0,1.65
Finland,1979,73.42,Europe,4762758.0,1.64
Finland,1980,73.71,Europe,4779454.0,1.63
Finland,1981,74.03,Europe,4800899.0,1.65
Finland,1982,74.6,Europe,4826135.0,1.72
Finland,1983,74.51,Europe,4853196.0,1.74
Finland,1984,74.82,Europe,4879222.0,1.7
Finland,1985,74.49,Europe,4902219.0,1.64
Finland,1986,74.86,Europe,4921293.0,1.6
Finland,1987,74.89,Europe,4937259.0,1.59
Finland,1988,74.85,Europe,4951886.0,1.7
Finland,1989,75.07,Europe,4967776.0,1.71
Finland,1990,75.1,Europe,4986705.0,1.79
Finland,1991,75.4,Europe,5009381.0,1.8
Finland,1992,75.7,Europe,5034898.0,1.85
Finland,1993,76.0,Europe,5061465.0,1.81
Finland,1994,76.4,Europe,5086499.0,1.85
Finland,1995,76.7,Europe,5108176.0,1.81
Finland,1996,76.8,Europe,5126021.0,1.76
Finland,1997,77.1,Europe,5140755.0,1.75
Finland,1998,77.3,Europe,5153229.0,1.71
Finland,1999,77.5,Europe,5164780.0,1.73
Finland,2000,77.8,Europe,5176482.0,1.73
Finland,2001,78.1,Europe,5188446.0,1.73
Finland,2002,78.3,Europe,5200632.0,1.72
Finland,2003,78.5,Europe,5213800.0,1.76
Finland,2004,78.8,Europe,5228842.0,1.8
Finland,2005,79.0,Europe,5246368.0,1.8
Finland,2006,79.2,Europe,5266600.0,1.84
Finland,2007,79.4,Europe,5289333.0,1.83
Finland,2008,79.6,Europe,5314170.0,1.85
Finland,2009,79.8,Europe,5340485.0,1.86
Finland,2010,80.0,Europe,5367693.0,1.87
Finland,2011,80.3,Europe,5395816.0,1.83
Finland,2012,80.5,Europe,5424644.0,1.8
Finland,2013,80.8,Europe,5453061.0,1.85
Finland,2014,80.9,Europe,5479660.0,1.85
Finland,2015,80.9,Europe,5503457.0,1.86
France,1951,66.17,Europe,42071027.0,2.81
France,1952,67.46,Europe,42365756.0,2.76
France,1953,67.4,Europe,42724452.0,2.72
France,1954,68.27,Europe,43118110.0,2.7
France,1955,68.54,Europe,43528065.0,2.68
France,1956,68.57,Europe,43946534.0,2.69
France,1957,69.0,Europe,44376073.0,2.7
France,1958,70.24,Europe,44827950.0,2.72
France,1959,70.27,Europe,45319442.0,2.74
